,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand_name
278,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143,170.0,5.0,Mercedes-Benz
279,2016,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8.0,Maruti
280,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai
281,2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5.0,Hyundai
282,2016,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,Maruti
283,2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5.0,Hyundai
284,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5.0,Maruti
285,2014,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Mahindra
286,2014,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591,121.3,5.0,Hyundai
287,2015,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,Hyundai
288,2019,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5.0,Maruti
289,2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5.0,Hyundai
290,2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti
291,2017,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Maruti
292,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5.0,Maruti
293,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5.0,Hyundai
294,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5.0,Maruti
295,2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5.0,Chevrolet
296,2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84.0,5.0,Tata
297,2006,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,Maruti
298,2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5.0,Honda
299,2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5.0,Honda
300,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,7.0,Maruti
301,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,5.0,Nissan
302,2014,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5.0,Honda
303,2016,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault
304,2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8.0,Toyota
305,2017,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Maruti
306,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5.0,Hyundai
307,2017,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tata
308,2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5.0,Hyundai
309,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5.0,Maruti
310,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,5.0,Maruti
311,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,5.0,Maruti
312,2014,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,Maruti
313,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0,5.0,Hyundai
314,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5.0,Maruti
315,2017,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5.0,Maruti
316,2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8.0,Toyota
317,2011,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5.0,Maruti
318,2011,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5.0,Nissan
319,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5.0,Maruti
320,2013,500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,5.0,Hyundai
321,2007,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5.0,Maruti
322,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5.0,Maruti
323,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5.0,Maruti
324,2010,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5.0,Maruti
325,2013,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7.0,Maruti
326,2008,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5.0,Maruti
327,2011,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5.0,Nissan
328,2005,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5.0,Maruti
329,2010,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5.0,Ford
330,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,5.0,Mahindra
331,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5.0,Hyundai
332,2018,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5.0,Maruti
333,2016,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67.0,5.0,Datsun
334,2015,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai
335,2018,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,7.0,Toyota
336,2018,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,5.0,Renault
337,2012,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5.0,Honda
338,2019,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5.0,Volkswagen
339,2012,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,5.0,Nissan
340,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,5.0,Toyota
341,2009,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5.0,Hyundai
342,2014,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5.0,Renault
343,2012,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7.0,Mahindra
344,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,7.0,Toyota
345,2011,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,5.0,Tata
346,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,5.0,Hyundai
347,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143,170.0,5.0,Mercedes-Benz
348,2012,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,4.0,Tata
349,2013,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5.0,Nissan
350,2005,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,Maruti
351,2016,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5.0,Maruti
352,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,5.0,Hyundai
353,2016,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault
354,2016,800000,70000,Petrol,Individual,Automatic,First Owner,16.34,1798,189.3,5.0,Volkswagen
355,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,Tata
356,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5.0,Volvo
357,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5.0,Toyota
358,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5.0,Maruti
359,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,Maruti
360,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5.0,Honda
361,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7.0,Toyota
362,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti
363,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5.0,Toyota
364,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti
365,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5.0,Hyundai
366,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,BMW
367,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,BMW
368,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5.0,Honda
369,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5.0,Volvo
370,2010,150000,106000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,5.0,Hyundai
371,2009,500000,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354,158.8,5.0,Honda
372,2015,480000,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Maruti
373,2014,535000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5.0,Hyundai
374,2005,250000,240000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8.0,Toyota
375,2012,300000,100000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5.0,Maruti
376,2009,340000,214000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5.0,Hyundai
377,2009,340000,214000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5.0,Hyundai
378,2016,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti
379,2018,1085000,1000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5.0,Honda
380,2017,750000,19000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5.0,Maruti
381,2012,95000,265000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5.0,Tata
382,2020,409999,35000,CNG,Individual,Manual,First Owner,20.88,1196,61.7,5.0,Maruti
383,2014,215000,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5.0,Maruti
384,2016,1290000,50000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7.0,Mahindra
385,2010,150000,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5.0,Maruti
386,2013,219000,50000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,Hyundai
387,2018,325000,100000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tata
388,2013,260000,120000,Petrol,Individual,Manual,Second Owner,15.1,1196,73.0,5.0,Maruti
389,2019,700000,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,5.0,Honda
390,2017,950000,45000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5.0,Hyundai
391,2010,160000,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti
392,2015,409999,135000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,5.0,Hyundai
393,2015,840000,120000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7.0,Toyota
394,2013,450000,67000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,5.0,Toyota
395,2017,900000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Maruti
396,2008,570000,134000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7.0,Toyota
397,2011,254999,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5.0,Nissan
398,2009,130000,40000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,Maruti
399,2013,530000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,Maruti
400,2015,520000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5.0,Volkswagen
401,2011,229999,170000,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1,5.0,Mahindra
402,2004,81000,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,Maruti
403,2016,600000,47000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Maruti
404,2015,409999,93000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,5.0,Hyundai
405,2010,120000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,Maruti
406,2014,320000,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5.0,Maruti
407,2015,292000,70000,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,5.0,Ford
408,2012,390000,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7.0,Tata
409,2016,550000,44000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5.0,Ford
410,2014,385000,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5.0,Maruti
411,2016,800000,25000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5.0,Hyundai
412,2019,675000,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5.0,Maruti
413,2018,1525000,50000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7.0,Tata
414,2018,950000,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,Ford
415,2015,610000,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5.0,Hyundai
416,2012,525000,120000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
417,2015,375000,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Mahindra
418,2015,580000,90000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5.0,Nissan
419,2015,434999,50000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,5.0,Maruti
420,2020,350000,2136,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5.0,Datsun
421,2012,730000,250000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,7.0,Toyota
422,2015,600000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
423,2015,1050000,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7.0,Toyota
424,2017,735000,70000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5.0,Maruti
425,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,5.0,Renault
426,2016,420000,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7.0,Chevrolet
427,2017,800000,60000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5.0,Maruti
428,2015,2000000,60000,Diesel,Individual,Automatic,First Owner,12.55,2982,168.5,7.0,Toyota
429,2016,600000,147000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5.0,Maruti
430,2015,1900000,130000,Diesel,Individual,Automatic,First Owner,12.55,2982,168.5,7.0,Toyota
431,2011,500000,99500,Diesel,Individual,Manual,Third Owner,11.5,1991,147.9,7.0,Chevrolet
432,2011,200000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5.0,Tata
433,2016,370000,35000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,5.0,Nissan
434,2010,260000,110000,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0,5.0,Hyundai
435,2016,280000,100000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6.0,Mahindra
436,2014,610000,21000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7.0,Maruti
437,2013,300000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,90.0,5.0,Ford
438,2010,140000,40000,Diesel,Individual,Manual,First Owner,16.6,1405,70.0,5.0,Tata
439,2008,229999,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5.0,Hyundai
440,2010,200000,65000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5.0,Maruti
441,2011,200000,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,Maruti
442,2015,560000,119000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5.0,Hyundai
443,2016,750000,80000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,Maruti
444,2017,585000,90000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Maruti
445,2016,760000,20000,Petrol,Individual,Manual,First Owner,17.01,1591,121.4,5.0,Hyundai
446,2014,430000,80000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5.0,Maruti
447,2020,480000,44665,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6.0,Mahindra
448,2019,643000,10000,Diesel,Individual,Manual,First Owner,20.8,1493,113.4,5.0,Kia
449,2018,500000,60000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5.0,Hyundai
450,2016,425000,22000,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,5.0,Honda
451,2014,250000,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti
452,2016,285000,70000,Diesel,Individual,Manual,First Owner,27.62,793,47.0,5.0,Maruti
453,2008,160000,123000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5.0,Maruti
454,2011,250000,70000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5.0,Volkswagen
455,2013,170000,70000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5.0,Chevrolet
456,2013,409999,45000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5.0,Toyota
457,2015,400000,40000,Petrol,Individual,Automatic,First Owner,18.9,1197,82.0,5.0,Hyundai
458,2019,700000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Maruti
459,2007,350000,90000,Petrol,Individual,Automatic,First Owner,12.9,1799,130.0,5.0,Honda
460,2016,660000,34000,Petrol,Individual,Manual,Second Owner,17.5,1373,91.1,7.0,Maruti
461,2017,268000,25000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Maruti
462,2016,270000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti
463,2013,300000,50000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5.0,Chevrolet
464,2017,450000,90000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tata
465,2012,220000,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5.0,Chevrolet
466,2009,250000,146000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.0,7.0,Tata
467,2012,300000,85000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,5.0,Ford
468,2009,88000,201850,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5.0,Tata
469,2016,561000,30000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Maruti
470,2018,755000,15000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Maruti
471,2017,235000,25000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5.0,Datsun
472,2011,165000,90000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5.0,Maruti
473,2008,190000,80000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,Maruti
474,2011,110000,50000,Diesel,Individual,Manual,First Owner,17.2,1396,53.5,5.0,Tata
475,2012,320000,80000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,8.0,Mahindra
476,2016,540000,38000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
477,2013,180000,60000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
478,2012,450000,30000,Petrol,Individual,Manual,First Owner,17.5,1197,85.8,5.0,Maruti
479,2014,450000,30000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5.0,Maruti
480,2015,200000,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5.0,Chevrolet
481,2017,425000,42000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tata
482,2016,400000,30000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5.0,Chevrolet
483,2009,125000,60000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5.0,Maruti
484,2018,1600000,14000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5.0,Jeep
485,2015,900000,22000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5.0,Honda
486,2012,450000,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5.0,Volkswagen
487,2011,210000,46000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5.0,Maruti
488,2018,801000,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
489,2014,317000,15000,Diesel,Individual,Manual,First Owner,15.42,1405,70.0,7.0,Tata
490,2015,600000,40000,Petrol,Individual,Manual,Second Owner,16.02,1373,93.7,7.0,Maruti
491,2014,330000,30000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5.0,Hyundai
492,2017,320000,15000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,Hyundai
493,2007,120000,110000,Petrol,Individual,Manual,Second Owner,15.3,1341,83.0,5.0,Hyundai
494,2009,130000,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti
495,2015,220000,80000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5.0,Chevrolet
496,2015,340000,110000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,Tata
497,2013,200000,70000,Diesel,Individual,Manual,Second Owner,19.68,1399,67.0,5.0,Ford
498,2002,140000,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti
499,2013,1000000,190000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8.0,Toyota
500,2010,495000,100000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7.0,Mahindra
501,2015,236000,60000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti
502,2015,390000,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Maruti
503,2009,275000,90000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,Maruti
504,2017,775000,32000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5.0,Maruti
505,2016,1800000,30000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7.0,Toyota
506,2016,850000,58000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Hyundai
507,2018,750000,5000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Maruti
508,2018,570000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
509,2018,580000,32000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5.0,Hyundai
510,2016,484999,30000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5.0,Honda
511,2017,700000,43000,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,7.0,Honda
512,2012,415000,60000,Petrol,Dealer,Manual,First Owner,17.7,1497,113.42,5.0,Hyundai
513,2015,325000,50000,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,5.0,Nissan
514,2018,550000,14200,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5.0,Ford
515,2017,300000,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
516,2018,217000,25000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5.0,Datsun
517,2018,700000,19100,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,5.0,Ford
518,2019,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086,68.0,5.0,Hyundai
519,2014,484999,54000,Diesel,Dealer,Manual,First Owner,23.0,1498,98.96,5.0,Ford
520,2018,670000,35000,Diesel,Individual,Manual,First Owner,22.71,1461,84.8,5.0,Nissan
